,_id,_id,_id,_id,_id,_id,_id,_id,verified,verified,verified,verified,verified,verified,verified,verified,protected,protected,protected,protected,protected,protected,protected,protected,friend_nb,friend_nb,friend_nb,friend_nb,friend_nb,friend_nb,friend_nb,friend_nb,listed_nb,listed_nb,listed_nb,listed_nb,listed_nb,listed_nb,listed_nb,listed_nb,follower_nb,follower_nb,follower_nb,follower_nb,follower_nb,follower_nb,follower_nb,follower_nb,favorites_nb,favorites_nb,favorites_nb,favorites_nb,favorites_nb,favorites_nb,favorites_nb,favorites_nb,len_description,len_description,len_description,len_description,len_description,len_description,len_description,len_description,hash_avg,hash_avg,hash_avg,hash_avg,hash_avg,hash_avg,hash_avg,hash_avg,mention_avg,mention_avg,mention_avg,mention_avg,mention_avg,mention_avg,mention_avg,mention_avg,url_avg,url_avg,url_avg,url_avg,url_avg,url_avg,url_avg,url_avg,symbols_avg,symbols_avg,symbols_avg,symbols_avg,symbols_avg,symbols_avg,symbols_avg,symbols_avg,tweet_nb,tweet_nb,tweet_nb,tweet_nb,tweet_nb,tweet_nb,tweet_nb,tweet_nb,tweet_user_count,tweet_user_count,tweet_user_count,tweet_user_count,tweet_user_count,tweet_user_count,tweet_user_count,tweet_user_count,user_lifetime,user_lifetime,user_lifetime,user_lifetime,user_lifetime,user_lifetime,user_lifetime,user_lifetime,tweet_frequency,tweet_frequency,tweet_frequency,tweet_frequency,tweet_frequency,tweet_frequency,tweet_frequency,tweet_frequency,friend_frequency,friend_frequency,friend_frequency,friend_frequency,friend_frequency,friend_frequency,friend_frequency,friend_frequency,aggressivity,aggressivity,aggressivity,aggressivity,aggressivity,aggressivity,aggressivity,aggressivity,visibility,visibility,visibility,visibility,visibility,visibility,visibility,visibility,ff_ratio,ff_ratio,ff_ratio,ff_ratio,ff_ratio,ff_ratio,ff_ratio,ff_ratio,cluster_hierarchical,cluster_hierarchical,cluster_hierarchical,cluster_hierarchical,cluster_hierarchical,cluster_hierarchical,cluster_hierarchical,cluster_hierarchical
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
cluster_kmeans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,9174.0,2.6799625084737165e+17,4.1028862011379955e+17,6798652.0,422869894.75,2333637640.5,7.674589457451766e+17,1.0083814312638505e+18,9174.0,0.0009810333551340746,0.03130779091056995,0.0,0.0,0.0,0.0,1.0,9174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9174.0,0.00034898525233322886,0.0010040868923436644,0.0,8.538479870215107e-05,0.00017522999733650404,0.0003413798948110256,0.06410869102554789,9174.0,3.4070031271685203e-05,0.0002792938673312624,0.0,0.0,5.118921067943439e-06,2.0475684271773758e-05,0.020057639051225044,9174.0,3.2420817821890664e-05,0.0009344421509750612,0.0,1.5165848146621589e-06,5.007099552158034e-06,1.1682442400444443e-05,0.0818514173579088,9174.0,0.0041626061817587635,0.009500403856067227,0.0,0.0002094831875194572,0.0010686552052207865,0.003901551630332002,0.19149381879122382,9174.0,0.06575031569941302,0.0642597241795897,0.0,0.0,0.05660377358490566,0.1179245283018868,0.1981132075471698,9174.0,0.05821851953791677,0.056220569636755875,0.0,0.02,0.04,0.08,0.44,9174.0,0.07968091143176656,0.05299722233715124,0.0,0.08333333333333333,0.08333333333333333,0.08333333333333333,0.6666666666666666,9174.0,0.05335226779009448,0.0844678195110701,0.0,0.0,0.0,0.1,0.6000000000000001,9174.0,6.207155487731027e-05,0.0017504512032780499,0.0,0.0,0.0,0.0,0.05555555555555555,9174.0,0.00014538914933581002,0.000657950550870727,0.0,0.0,0.0,0.00014001680201624196,0.0287034444133296,9174.0,0.0015388148151457511,0.0033343792689208966,0.0,7.188367437020978e-05,0.0004115494674715992,0.001587417113521998,0.0704013331194967,9174.0,0.08805416565924924,0.05670286880931489,0.0,0.03757274422283745,0.08983558393129555,0.13526187920221483,0.2272444770891011,9174.0,0.0034658298797793155,0.009823444198667403,6.751179522036614e-08,0.0002658847068072154,0.001085945265421892,0.003455111591731364,0.45897439677879276,9174.0,0.00035509330526597375,0.0014572446938858003,0.0,5.0534069488767694e-05,0.00010448010405809886,0.00023666377356818593,0.06614773099455448,9174.0,0.003735844528107373,0.010190506383554182,3.499150633577262e-07,0.0004067010959312787,0.0012988574573411886,0.0037902448058123018,0.4782427997796979,9174.0,0.10305817509874546,0.05649153560857105,0.0,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.46153846153846156,9174.0,0.0007387674990757009,0.001767283421700231,0.0,0.00015525436620860203,0.0002730719021970986,0.0006567576633342656,0.04427968283389971,9174.0,1.000981033355134,0.03130779091056995,1.0,1.0,1.0,1.0,2.0
1,4165.0,1.751914472851389e+17,3.514686435349428e+17,1014821.0,170089575.0,586712050.0,3309569516.0,1.0083767741017334e+18,4165.0,0.027611044417767107,0.16387532594151932,0.0,0.0,0.0,0.0,1.0,4165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4165.0,0.0008876745191628725,0.0027006160176399137,0.0,0.00016248599753021284,0.00037339919432433224,0.0008219879875057826,0.06572016980105343,4165.0,0.0003044304300189179,0.0016745222038931761,0.0,5.118921067943439e-06,3.5832447475604075e-05,0.00013821086883447287,0.038662620181438186,4165.0,0.0002083791055673242,0.003109682869660784,0.0,4.857810734464728e-06,1.2519723600205843e-05,3.625585572551724e-05,0.1398781601036314,4165.0,0.006297831030240741,0.015312183275327873,0.0,0.0003398282819760084,0.0014425245051687067,0.0051744286976449635,0.2924874091875835,4165.0,0.643951165371809,0.08455047529679499,0.4245283018867924,0.570754716981132,0.6556603773584906,0.7216981132075472,0.8632075471698113,4165.0,0.06293468989566754,0.05599633633602502,0.0,0.04,0.04,0.08,0.72,4165.0,0.06701348413442486,0.058127648201301924,0.0,0.0,0.08333333333333333,0.08333333333333333,0.6666666666666666,4165.0,0.06392962487366036,0.08755571883157928,0.0,0.0,0.0,0.13333333333333333,0.5333333333333333,4165.0,7.33626784046952e-05,0.002316986455163274,0.0,0.0,0.0,0.0,0.1111111111111111,4165.0,0.0002723015837530756,0.0010176719479219757,0.0,0.0,0.0,0.00014001680201624196,0.03346401568188183,4165.0,0.0025763394307513183,0.0052304839697801305,0.0,0.00024567269819889025,0.0008532889558730757,0.002613064153570015,0.11791144761823741,4165.0,0.1129267753205582,0.05994100256038527,0.0,0.061585400305101984,0.1253178145657947,0.1630600598903893,0.2324990112435731,4165.0,0.00478983204564612,0.010604791623908542,3.3436852455298212e-06,0.0005503953598076583,0.0015611719415202653,0.0046539322972949815,0.20743706995911185,4165.0,0.0006164508376135905,0.0023084659064886107,0.0,7.415670953271649e-05,0.00016135950533798673,0.00038644435171440337,0.06490137368631017,4165.0,0.005258602497275725,0.011472822793173302,1.877726667579931e-05,0.0007301425434666351,0.001860365119374708,0.005151499362917339,0.24213148465946546,4165.0,0.10378837344555282,0.057507292678555276,0.038461538461538464,0.07692307692307693,0.08974358974358974,0.1282051282051282,0.7307692307692308,4165.0,0.00039110574732755183,0.0005919014016919149,0.0,0.00012671379993529626,0.0002262622292537314,0.00044453305170592925,0.013592832869941304,4165.0,2.971908763505402,0.16670027902907017,1.0,3.0,3.0,3.0,3.0
2,5095.0,2.0442799759693027e+17,3.7281254376928314e+17,803156.0,265103520.5,1041871662.0,4431787094.0,1.0082446133485814e+18,5095.0,0.00745829244357213,0.08604719362222085,0.0,0.0,0.0,0.0,1.0,5095.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5095.0,0.0005423421552335307,0.0024247778708619727,0.0,0.00012544874809317905,0.00025360559614519496,0.0005078483922807044,0.1182133422031572,5095.0,8.154893981720992e-05,0.0004820944752666101,0.0,0.0,1.0237842135886879e-05,4.6070289611490955e-05,0.017317767019376578,5095.0,6.072412749443557e-05,0.0009661812547942372,0.0,3.2020081731441285e-06,8.127946741080008e-06,1.938384966240072e-05,0.05083843483107485,5095.0,0.005376738575243066,0.01246690742212641,0.0,0.00029996828657300053,0.0013814252421421984,0.005123900576951612,0.30957483641399697,5095.0,0.32559575610569,0.08329932191817743,0.1792452830188679,0.25471698113207547,0.32075471698113206,0.3962264150943396,0.49528301886792453,5095.0,0.06007091559670654,0.05607963407143335,0.0,0.02,0.04,0.08,0.56,5095.0,0.07337520209328814,0.054756305358627695,0.0,0.041666666666666664,0.08333333333333333,0.08333333333333333,0.75,5095.0,0.05292725436113295,0.0829231708487274,0.0,0.0,0.0,0.1,0.6000000000000001,5095.0,5.4519681605059426e-05,0.0017396818148523296,0.0,0.0,0.0,0.0,0.05555555555555555,5095.0,0.0002074831904264233,0.000674179841367803,0.0,0.0,0.0,0.00014001680201624196,0.02338280593671241,5095.0,0.002218890466070678,0.00468482533575407,0.0,0.00018063508805441473,0.0007151331351865366,0.0023414100804816573,0.08931712080576155,5095.0,0.10319237055413774,0.05792903523428672,0.0,0.05217808915757953,0.11271823266851234,0.1498954743205831,0.23312051528334937,5095.0,0.004158186408913545,0.00860313005596246,3.455522722183816e-07,0.00046707672039489844,0.0015473535828992792,0.0042810551361292465,0.20280992348306254,5095.0,0.0004184751014301549,0.001651783938321004,0.0,6.115838143261592e-05,0.00012302070780750458,0.0002735144720564943,0.0486978218480284,5095.0,0.004476401277648534,0.00902758077158385,1.0238436982269218e-06,0.0006301714116706041,0.001805806196063983,0.004642080531177542,0.219712765879992,5095.0,0.10184203619660294,0.05695407056678926,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.11538461538461539,0.576923076923077,5095.0,0.0004723116409872298,0.0009353025017301621,0.0,0.0001427287571865885,0.00023651263449164732,0.0004937951972631528,0.029362872736366712,5095.0,1.5150147203140334,0.8703330725781915,1.0,1.0,1.0,3.0,3.0
