,verified,verified,verified,verified,verified,verified,verified,verified,protected,protected,protected,protected,protected,protected,protected,protected,friend_nb,friend_nb,friend_nb,friend_nb,friend_nb,friend_nb,friend_nb,friend_nb,listed_nb,listed_nb,listed_nb,listed_nb,listed_nb,listed_nb,listed_nb,listed_nb,follower_nb,follower_nb,follower_nb,follower_nb,follower_nb,follower_nb,follower_nb,follower_nb,favorites_nb,favorites_nb,favorites_nb,favorites_nb,favorites_nb,favorites_nb,favorites_nb,favorites_nb,len_description,len_description,len_description,len_description,len_description,len_description,len_description,len_description,hash_avg,hash_avg,hash_avg,hash_avg,hash_avg,hash_avg,hash_avg,hash_avg,mention_avg,mention_avg,mention_avg,mention_avg,mention_avg,mention_avg,mention_avg,mention_avg,url_avg,url_avg,url_avg,url_avg,url_avg,url_avg,url_avg,url_avg,symbols_avg,symbols_avg,symbols_avg,symbols_avg,symbols_avg,symbols_avg,symbols_avg,symbols_avg,tweet_nb,tweet_nb,tweet_nb,tweet_nb,tweet_nb,tweet_nb,tweet_nb,tweet_nb,tweet_user_count,tweet_user_count,tweet_user_count,tweet_user_count,tweet_user_count,tweet_user_count,tweet_user_count,tweet_user_count,user_lifetime,user_lifetime,user_lifetime,user_lifetime,user_lifetime,user_lifetime,user_lifetime,user_lifetime,tweet_frequency,tweet_frequency,tweet_frequency,tweet_frequency,tweet_frequency,tweet_frequency,tweet_frequency,tweet_frequency,friend_frequency,friend_frequency,friend_frequency,friend_frequency,friend_frequency,friend_frequency,friend_frequency,friend_frequency,aggressivity,aggressivity,aggressivity,aggressivity,aggressivity,aggressivity,aggressivity,aggressivity,visibility,visibility,visibility,visibility,visibility,visibility,visibility,visibility,ff_ratio,ff_ratio,ff_ratio,ff_ratio,ff_ratio,ff_ratio,ff_ratio,ff_ratio
,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max,count,mean,std,min,25%,50%,75%,max
predicted_label,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1042680.0,0.006638661909694249,0.08120712039225955,0.0,0.0,0.0,0.0,1.0,1042680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1042680.0,0.0004071253388461605,0.0008267116661744977,0.0,0.00010768679836316067,0.00021792239668757957,0.0004339331934042155,0.07175190490937104,1042680.0,6.853018471483942e-05,0.0004474367262170209,0.0,0.0,1.0237842135886879e-05,3.5832447475604075e-05,0.05592933158835002,1042680.0,3.5956393271232467e-05,0.0005327889253649141,0.0,2.5829335124714893e-06,6.753541752792426e-06,1.547390443709984e-05,0.126011089125985,1042680.0,0.0033607441939286957,0.005718642659721605,0.0,0.00026825485957352715,0.0011923084756315773,0.0039028366545147022,0.10794261324457453,1042680.0,0.2512378026580271,0.23264412768181528,0.0,0.051886792452830184,0.1792452830188679,0.410377358490566,1.0,1042680.0,0.03062486631550387,0.028285758906929043,0.0,0.0,0.04,0.04,0.2,1042680.0,0.055117460766516066,0.03924555982233712,0.0,0.0,0.08333333333333333,0.08333333333333333,0.16666666666666666,1042680.0,0.06700106350824238,0.0887315906640571,0.0,0.0,0.0,0.2,0.6000000000000001,1042680.0,5.1689018510094966e-05,0.0017030290321964191,0.0,0.0,0.0,0.0,0.19444444444444442,1042680.0,0.00014211675861839225,0.0005125994066995027,0.0,0.0,0.0,0.00014001680201624196,0.05180621674600952,1042680.0,0.0014084672602110468,0.0023568156121250594,0.0,0.00012827953131170928,0.0005382577709282219,0.0016567475426276922,0.0491152359832727,1042680.0,0.10458342675011335,0.057577375037010915,0.0,0.0566698683541443,0.11345273744279338,0.15012147578959265,1.0,1042680.0,0.0024715356722163455,0.0036879921657977455,8.53025671935136e-09,0.00034378184068745187,0.0011288590424045094,0.0030537831365206906,0.06628673926258398,1042680.0,0.00028865692368645483,0.0009308658457364706,0.0,5.3326723097052786e-05,0.00010533104568525493,0.00022441872829615238,0.08362301152893022,1042680.0,0.0026910271920703,0.003818128667921479,0.0,0.00047677997956901443,0.001325373787162363,0.0033267038285228505,0.06771824945807166,1042680.0,0.06780641949846856,0.021543431182861554,0.0,0.038461538461538464,0.07692307692307693,0.07692307692307693,0.23076923076923078,1042680.0,0.0005656590864083368,0.002396020234141598,0.0,0.0001483029377445431,0.00024740988596410284,0.0005277520337761302,1.0
1,800759.0,0.013938026297550199,0.11723384700637349,0.0,0.0,0.0,0.0,1.0,800759.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800759.0,0.0007464676440980578,0.004622936894717208,0.0,0.00010577519839221698,0.00024277319630984742,0.0005658335913993294,1.0,800759.0,0.0001982426308863479,0.0030433276505483246,0.0,0.0,1.0237842135886879e-05,5.6308131747377836e-05,1.0,800759.0,0.00014963618189932406,0.004217845764978868,0.0,2.2748772219932383e-06,7.5829240733107944e-06,2.2132659638975882e-05,1.0,800759.0,0.0073500753397737414,0.018079423639707565,0.0,0.00024381515436292382,0.0013726967759955543,0.006070750292314289,1.0,800759.0,0.29254116030057997,0.2513959840284049,0.0,0.0660377358490566,0.23113207547169812,0.5047169811320754,0.9669811320754716,800759.0,0.09715209083245212,0.061953046349556305,0.0,0.06,0.08,0.12,1.0,800759.0,0.10228807175144702,0.06498771908172456,0.0,0.08333333333333333,0.08333333333333333,0.1111111111111111,1.0,800759.0,0.04103072889296877,0.07617824047231965,0.0,0.0,0.0,0.05,1.0,800759.0,7.811158842133408e-05,0.00356070510538774,0.0,0.0,0.0,0.0,1.0,800759.0,0.00029170063630777724,0.0018792282045515302,0.0,0.0,0.0,0.00014001680201624196,1.0,800759.0,0.002735335546401543,0.006271458972996287,0.0,0.0001184032419368795,0.0006690063745836386,0.0026997061467219302,1.0,800759.0,0.08955614475800831,0.05899467156313442,0.0,0.03508672806373241,0.09057008870557659,0.13893440307361998,0.2466241030566699,800759.0,0.0059766581378897276,0.013009993721460838,0.0,0.00042363322470765925,0.0017067313346300068,0.006062218623143555,0.9999999999999999,800759.0,0.0006362385771607954,0.002899084730065484,0.0,6.512060297330334e-05,0.0001476635028852673,0.0003889617836481612,1.0,800759.0,0.0064604765633177645,0.013603392900810354,1.7348288305320586e-08,0.000614898316910183,0.0020512803690989003,0.006653720633661346,1.0000000000000002,800759.0,0.1485699532648114,0.057824974364159114,0.02564102564102564,0.11538461538461539,0.13461538461538464,0.17307692307692307,1.0,800759.0,0.0006566884928173211,0.0018255538949186296,0.0,0.00014038559647679925,0.000253762301955073,0.0005954285436536834,0.17032231490062816
